id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
17148,Honda,Civic,mechanical,blue,357880,1993,gasoline,gasoline,1.3,hatchback,front,5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17149,Skoda,Octavia,mechanical,red,340000,1999,gasoline,gasoline,1.6,liftback,front,22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17150,Opel,Astra,mechanical,grey,301000,2003,diesel,diesel,1.7,sedan,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17151,Opel,Vectra,mechanical,blue,300000,1997,gasoline,gasoline,1.6,sedan,front,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17152,Volkswagen,T4 Caravelle,mechanical,white,1,1995,diesel,diesel,2.4,minibus,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17153,Ford,Fusion,automatic,black,96290,2014,gasoline,gasoline,1.5,sedan,front,18,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17154,Opel,Astra,mechanical,blue,184300,2008,gasoline,gasoline,1.6,sedan,front,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17155,Hyundai,Accent,mechanical,blue,270000,1994,gasoline,gasoline,1.3,sedan,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17156,Volvo,S60,automatic,black,76000,2008,gasoline,gasoline,2.4,sedan,front,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17157,Subaru,Forester,mechanical,red,518209,1999,gasoline,gasoline,2.5,universal,all,9,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
17158,Audi,A6,automatic,silver,337000,2000,gasoline,gasoline,2.8,sedan,all,11,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17159,Fiat,Marea,mechanical,green,240000,1997,gasoline,gasoline,1.6,universal,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17160,Nissan,Micra,mechanical,green,150000,1992,gasoline,gasoline,1,hatchback,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17161,Volkswagen,Golf Plus,automatic,white,200000,2005,diesel,diesel,1.9,hatchback,front,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17162,Volkswagen,Touareg,automatic,black,345000,2003,gasoline,gasoline,3.2,suv,all,15,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17163,Renault,Laguna,mechanical,white,201000,2007,diesel,diesel,1.9,hatchback,front,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17164,Skoda,Fabia,mechanical,white,165000,2008,diesel,diesel,1.4,universal,front,10,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
17165,Volkswagen,Golf,mechanical,black,347882,1994,gasoline,gasoline,2,hatchback,front,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17166,Renault,Sandero,mechanical,silver,109000,2015,gasoline,gasoline,1.6,hatchback,front,19,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17167,Lifan,X50,mechanical,orange,39000,2015,gasoline,gasoline,1.5,hatchback,front,6,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17168,Volkswagen,LT,mechanical,white,340000,2003,diesel,diesel,2.8,minibus,rear,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17169,Seat,Alhambra,mechanical,grey,311000,2004,diesel,diesel,1.9,minivan,front,13,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
17170,Nissan,Micra,mechanical,silver,215000,2003,gasoline,gasoline,1,hatchback,front,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17171,Mercedes-Benz,C200,mechanical,black,250289,2008,gasoline,gasoline,1.8,sedan,rear,20,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17172,Mercedes-Benz,CLA200,automatic,silver,138000,2015,diesel,diesel,2.1,universal,front,26,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17173,BMW,530,automatic,blue,270000,2007,diesel,diesel,3,universal,rear,19,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17174,LADA,Vesta,automatic,red,35460,2018,gasoline,gasoline,1.8,universal,front,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17175,Opel,Corsa,mechanical,silver,227000,2004,diesel,diesel,1.3,hatchback,front,5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17176,Volkswagen,T4,mechanical,red,400000,1991,diesel,diesel,2.4,minibus,front,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17177,Citroen,Xsara Picasso,mechanical,silver,200000,2004,diesel,diesel,1.6,hatchback,front,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17178,Mercedes-Benz,C180,mechanical,blue,265000,1998,gasoline,gasoline,1.8,sedan,rear,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17179,Dodge,Caravan,automatic,silver,230000,2000,gasoline,gasoline,2.4,minivan,front,3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17180,Peugeot,407,mechanical,silver,237500,2007,gasoline,gasoline,2,sedan,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17181,Renault,Logan,mechanical,blue,104000,2018,gasoline,gasoline,1.6,sedan,front,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17182,Kia,Cee'd,mechanical,brown,145000,2011,gasoline,gasoline,1.6,hatchback,front,9,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17183,Iveco,Daily,mechanical,blue,452000,1999,diesel,diesel,2.5,van,rear,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17184,Mitsubishi,Carisma,mechanical,black,1000000,1996,gasoline,gasoline,1.8,hatchback,front,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17185,Opel,Omega,mechanical,green,360000,1997,diesel,diesel,2.5,universal,rear,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17186,Kia,Sportage,automatic,blue,99000,2015,gasoline,gasoline,2,suv,all,5,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17187,Mercedes-Benz,ML350,automatic,black,190000,2011,diesel,diesel,3,suv,all,6,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17188,Volkswagen,Scirocco,mechanical,black,185000,2009,gasoline,gasoline,1.4,hatchback,front,14,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17189,Opel,Signum,automatic,silver,360000,2003,diesel,diesel,2.2,hatchback,front,5,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17190,Mazda,626,mechanical,black,350000,1993,gasoline,gasoline,2,hatchback,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17191,Hyundai,Santa Fe,mechanical,silver,215000,2004,gasoline,gasoline,2.4,suv,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17192,Fiat,Punto,mechanical,grey,190000,2008,gasoline,gasoline,1.4,hatchback,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17193,Volkswagen,Golf,mechanical,red,350000,1992,gasoline,gasoline,1.8,hatchback,front,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17194,Volkswagen,Touareg,automatic,silver,185000,2007,diesel,diesel,2.5,suv,all,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17195,Renault,Megane,mechanical,silver,1000000,1998,gasoline,gasoline,1.4,hatchback,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17196,Audi,A4,mechanical,silver,261000,2001,gasoline,gasoline,2,sedan,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
17197,Volkswagen,Touran,mechanical,grey,277000,2004,diesel,diesel,2,minivan,front,8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17198,Nissan,X-Trail,automatic,silver,179000,2012,gasoline,gasoline,2,suv,all,14,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17199,Peugeot,508,automatic,grey,114000,2014,gasoline,gasoline,1.6,sedan,front,16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17200,Lexus,ES,automatic,silver,140000,2007,gasoline,gasoline,3.5,sedan,front,13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17201,Toyota,Yaris,automatic,blue,168981,2008,gasoline,gasoline,1.5,sedan,front,5,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17202,Infiniti,FX,automatic,silver,164000,2010,gasoline,gasoline,3.5,suv,all,7,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17203,Lincoln,Navigator,automatic,blue,35000,1998,gasoline,gasoline,5.4,suv,rear,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
17204,Mercedes-Benz,Sprinter,mechanical,white,387000,2007,diesel,diesel,2.2,minibus,rear,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
17205,Dacia,Sandero,mechanical,red,73000,2014,gasoline,gasoline,0.9,hatchback,front,7,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17206,Ford,Focus,automatic,white,128000,2011,gasoline,gasoline,1.6,hatchback,front,25,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17207,Dodge,Grand Caravan,automatic,silver,257495,2008,gasoline,gasoline,3.3,minivan,front,8,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17208,Kia,Sorento,mechanical,blue,350000,2003,diesel,diesel,2.5,suv,all,12,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17209,Audi,80,mechanical,green,300000,1992,gasoline,gasoline,2.3,sedan,front,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17210,BMW,X3,automatic,black,313000,2007,diesel,diesel,3,suv,all,6,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17211,Renault,Laguna,mechanical,white,360,1996,gasoline,gasoline,2,hatchback,front,6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17212,BMW,320,automatic,silver,271000,2005,gasoline,gasoline,2,sedan,rear,13,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17213,Mercedes-Benz,CLK230,mechanical,silver,279000,1999,gasoline,gasoline,2.3,coupe,rear,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
17214,Citroen,C6,automatic,other,275000,2006,diesel,diesel,2.7,sedan,front,21,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17215,Ford,Mustang,automatic,white,27000,2017,gasoline,gasoline,2.3,cabriolet,rear,29,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17216,Volkswagen,Passat,mechanical,white,199000,1988,gasoline,gasoline,1.8,sedan,front,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17217,Mazda,6,mechanical,white,190000,2011,gasoline,gasoline,1.8,sedan,front,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17218,Mazda,3,mechanical,silver,100000,2007,gasoline,gasoline,1.6,hatchback,front,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
17219,Peugeot,408,automatic,grey,119828,2013,gasoline,gasoline,1.6,sedan,front,17,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17220,Opel,Corsa,mechanical,black,112300,2015,diesel,diesel,1.3,hatchback,front,10,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
17221,Jaguar,S-Type,automatic,blue,268000,2000,gasoline,gasoline,3,sedan,rear,10,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
17222,Ford,Escort,mechanical,red,178637,1999,gasoline,gasoline,2,sedan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17223,Kia,Cee'd,mechanical,black,141000,2014,gasoline,gasoline,1.6,universal,front,7,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
17224,Fiat,Bravo,mechanical,green,300000,1996,gasoline,gasoline,1.6,hatchback,front,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17225,Volkswagen,Polo Sedan,automatic,blue,115000,2015,gasoline,gasoline,1.6,sedan,front,18,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17226,BMW,X6 M,automatic,black,130595,2011,gasoline,gasoline,4.4,suv,all,28,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17227,Volkswagen,Passat CC,mechanical,black,190000,2009,diesel,diesel,2,sedan,front,5,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17228,Opel,Astra,mechanical,silver,284500,2003,diesel,diesel,2.2,hatchback,front,20,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17229,Mitsubishi,Space Star,mechanical,blue,315000,2001,diesel,diesel,1.9,universal,front,19,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17230,Renault,Megane Scenic,mechanical,silver,280000,2002,gasoline,gasoline,1.6,minivan,front,11,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17231,Volkswagen,Vento,mechanical,blue,95542,1993,gasoline,gasoline,1.8,sedan,front,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17232,Mercedes-Benz,CLA180,automatic,grey,78300,2015,diesel,diesel,1.5,sedan,front,15,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17233,LADA,XRAY,mechanical,silver,35000,2016,gasoline,gasoline,1.6,hatchback,front,3,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17234,Honda,Logo,mechanical,blue,200000,1999,gasoline,gasoline,1.3,hatchback,front,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17235,Toyota,Verso,automatic,black,105000,2014,gasoline,gasoline,1.8,universal,front,14,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17236,Ford,Mondeo,mechanical,violet,303085,1998,gasoline,gasoline,1.8,hatchback,front,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17237,Ford,Galaxy,mechanical,blue,168000,2009,diesel,diesel,1.8,minivan,front,17,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17238,Nissan,Qashqai,mechanical,grey,212000,2008,diesel,diesel,1.5,hatchback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
17239,Hyundai,Santa Fe,automatic,silver,212000,2010,gasoline,gasoline,3.5,suv,all,27,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
17240,Audi,Q7,automatic,black,285000,2008,diesel,diesel,4.2,suv,all,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17241,Citroen,C4,mechanical,red,198000,2008,gasoline,gasoline,1.6,hatchback,front,12,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17242,Hyundai,Santa Fe,automatic,black,155600,2006,gasoline,gasoline,2.7,suv,all,18,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17243,Renault,Logan,mechanical,white,74280,2017,gasoline,gasoline,1.6,sedan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17244,BMW,X5,automatic,black,300000,2001,gasoline,gasoline,3.5,suv,all,13,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17245,Mercedes-Benz,ML400,automatic,silver,335000,2003,diesel,diesel,4,suv,all,4,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
17246,Skoda,Octavia,mechanical,white,172000,2014,gasoline,gasoline,1.6,hatchback,front,17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17247,BMW,740,automatic,black,330000,2005,gasoline,gasoline,4,sedan,front,6,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17248,Mitsubishi,Carisma,mechanical,silver,331100,1998,gasoline,gasoline,1.8,hatchback,front,6,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17249,BMW,525,mechanical,black,444000,1993,diesel,diesel,2.5,universal,rear,10,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17250,Volkswagen,LT,mechanical,white,999999,2005,diesel,diesel,2.5,minibus,rear,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17251,Lancia,Zeta,mechanical,blue,333,1998,diesel,diesel,2.1,minivan,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17252,Opel,Vectra,mechanical,other,222000,2001,gasoline,gasoline,1.6,sedan,front,16,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
17253,Ford,Transit,mechanical,blue,333333,2003,diesel,diesel,2.4,minibus,rear,8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17254,Peugeot,301,mechanical,white,130000,2013,gasoline,gasoline,1.6,sedan,front,4,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17255,Nissan,Primera,mechanical,green,305000,1997,diesel,diesel,2,sedan,front,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17256,Audi,80,mechanical,other,291000,1991,gasoline,gasoline,1.8,sedan,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17257,Ford,Transit,mechanical,white,333333,2005,diesel,diesel,2.4,minibus,front,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17258,Chrysler,Sebring,automatic,white,194800,2001,gasoline,gasoline,3,coupe,front,22,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
17259,BMW,X5,automatic,brown,133000,2013,diesel,diesel,3,suv,all,13,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
17260,Citroen,C4,mechanical,silver,197000,2007,gasoline,gasoline,1.6,hatchback,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
17261,Land Rover,Discovery,automatic,black,192000,2011,diesel,diesel,3,suv,all,13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17262,Mercedes-Benz,E200,automatic,silver,280882,1992,gasoline,gasoline,2,sedan,rear,3,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
17263,BMW,735,automatic,grey,395000,2002,gasoline,gasoline,3.6,sedan,rear,19,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17264,Toyota,Carina E,mechanical,red,400000,1996,gasoline,gasoline,1.8,hatchback,front,10,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17265,BMW,530,automatic,silver,350000,2001,diesel,diesel,3,sedan,rear,9,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
17266,Daewoo,Nexia,mechanical,silver,170000,2004,gasoline,gasoline,1.5,sedan,front,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17267,BMW,320,mechanical,black,192000,2006,gasoline,gasoline,2,sedan,rear,13,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
17268,Mitsubishi,Lancer,automatic,red,190000,2010,gasoline,gasoline,1.5,hatchback,front,6,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17269,Volkswagen,Passat,mechanical,white,380000,1991,diesel,diesel,1.9,universal,front,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17270,Volkswagen,Crafter,mechanical,white,300000,2008,diesel,diesel,2.5,minibus,rear,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17271,Renault,21,mechanical,blue,199999,1988,gasoline,gasoline,1.7,sedan,front,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17272,Volkswagen,Passat,mechanical,black,254000,1998,gasoline,gasoline,1.8,sedan,front,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
17273,SsangYong,Kyron,mechanical,silver,259000,2006,diesel,diesel,2,suv,rear,10,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
17274,Nissan,Qashqai,mechanical,brown,106000,2014,gasoline,gasoline,2,suv,front,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
17275,BMW,525,mechanical,grey,340000,2004,diesel,diesel,2.5,universal,rear,9,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17276,Skoda,Octavia,mechanical,black,185000,2011,gasoline,gasoline,1.2,universal,front,8,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
17277,Kia,Sephia,mechanical,red,333333,1996,gasoline,gasoline,1.5,sedan,front,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17278,BMW,335,automatic,black,230000,2008,gasoline,gasoline,3,coupe,all,16,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17279,Volkswagen,Passat,mechanical,green,360000,1996,gasoline,gasoline,1.8,sedan,front,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17280,Volkswagen,Passat,mechanical,blue,327000,2000,gasoline,gasoline,1.6,sedan,front,13,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17281,Nissan,Qashqai,automatic,grey,80000,2013,gasoline,gasoline,2,suv,front,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
17282,Rover,400-Series,mechanical,other,237000,1997,diesel,diesel,2,hatchback,front,13,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17283,Kia,Rio,automatic,other,125000,2011,gasoline,gasoline,1.6,sedan,front,17,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
17284,Nissan,Primera,mechanical,green,330000,1999,gasoline,gasoline,1.6,hatchback,front,7,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
17285,Renault,19,mechanical,green,398000,1994,gasoline,gasoline,1.7,sedan,front,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
17286,BMW,525,automatic,green,460000,1996,diesel,diesel,2.5,sedan,rear,7,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
17287,Hyundai,Santa Fe,automatic,black,111000,2013,gasoline,gasoline,2.4,suv,front,11,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
17288,Toyota,Avensis,automatic,black,185000,2009,gasoline,gasoline,2,sedan,front,10,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
17289,Ford,Focus,mechanical,black,143000,2008,gasoline,gasoline,1.8,universal,front,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
17290,BMW,X5,automatic,white,145400,2011,gasoline,gasoline,3,suv,all,18,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
